 
 ~~~~~~~~~~~~~~~~~~~ ÖðÕíÈ«Æ«²î ~~~~~~~~~~~~~~~~~~~~
         Àï³Ì/m  µ÷Ç°¸ß³Ì/mm  µ÷Ç°Æ½Ãæ/mm  µ÷Ç°Ë®Æ½/mm  µ÷Ç°¹ì¾à/mm  µ¼Ïò¹ì  µ÷×ó¹ì¸ß/mm  µ÷ÓÒ¹ì¸ß/mm  µ÷×óÆ½Ãæ/mm  µ÷ÓÒÆ½Ãæ/mm   µ÷ºó¸ß³Ì/mm  µ÷ºóÆ½Ãæ/mm  µ÷ºóË®Æ½/mm  µ÷ºó¹ì¾à/mm  Éè¼Æ³¬¸ß/mm
      3099.868       -5.057        6.667         .500       -1.700     ×ó          2.262        1.762        -.299        1.401       -2.794        6.967           0.           0.         .000
      3100.465       -4.914        6.551         .250       -1.800     ×ó          2.129        1.880        -.411        1.389       -2.784        6.962           0.           0.         .000
      3101.063       -4.672        6.568         .100       -1.572     ×ó          1.898        1.798        -.390        1.182       -2.774        6.958           0.           0.         .000
      3101.660       -4.378        6.808         .206       -1.306     ×ó          1.614        1.408        -.145        1.161       -2.764        6.954           0.           0.         .000
      3102.258       -3.964        7.205         .584       -1.400     ×ó          1.210         .627         .255        1.655       -2.754        6.949           0.           0.         .000
      3102.855       -3.256        7.655         .800       -1.500     ×ó           .512        -.288         .710        2.210       -2.744        6.945           0.           0.         .000
      3103.453       -2.832        8.005         .800       -1.600     ×ó           .099        -.701        1.065        2.665       -2.734        6.940           0.           0.         .000
      3104.050       -2.358        8.250         .583       -1.600     ×ó          -.366        -.949        1.314        2.914       -2.724        6.936           0.           0.         .000
      3104.648       -1.883        8.532         .300       -1.700     ×ó          -.831       -1.131        1.601        3.301       -2.714        6.932           0.           0.         .000
      3105.245       -1.897        8.987         .300       -1.427     ×ó          -.807       -1.107        2.059        3.486       -2.703        6.927           0.           0.         .000
      3105.843       -1.949        9.409         .551        -.898     ×ó          -.745       -1.295        2.486        3.385       -2.693        6.923           0.           0.         .000
      3106.440       -1.724        9.792        1.029        -.400     ×ó          -.960       -1.988        2.874        3.274       -2.683        6.919           0.           0.         .000
      3107.037       -1.444        9.751        1.400        -.106     ×ó         -1.229       -2.629        2.837        2.943       -2.673        6.914           0.           0.         .000
